ID,TARGET
2,0.0527733215209
5,0.0544996837766
6,0.00300526832089
7,0.0132436030229
9,0.00329738121023
11,0.218137757766
12,0.0410763808399
15,0.163514642442
16,0.0540970411449
17,0.0211774268903
19,0.0211365504794
21,0.00319303661749
22,0.0234043668468
24,0.0088046026435
27,0.0135775088426
28,0.039079908394
30,0.0978492602773
33,0.00526089289811
35,0.00855343064349
37,0.018451614474
38,0.0140695626937
40,0.191769833019
41,0.0728797259455
44,0.00406972701588
46,0.0380014140071
47,0.00774329637676
48,0.00614034930559
50,0.00526089289811
52,0.183519343965
53,0.0102521232539
55,0.0232873809875
57,0.00109107234543
58,0.00994348703744
59,0.0190034133902
62,0.0343201224636
63,0.00815485691139
64,0.0150010687406
65,0.0270589073145
67,0.00944076988278
69,0.0438905423268
70,0.00530072960832
71,0.0310820470327
72,0.00340382618629
73,0.00113958597582
76,0.000872777364212
78,0.00283281889977
79,0.0466861746995
81,0.0112972013448
85,0.00791579235554
86,0.00526089289811
89,0.0248369004403
94,0.0627168036602
96,0.00526089289811
97,0.0335272400954
98,0.00419958916618
99,0.0214539263473
100,0.165811372418
103,0.100727147934
104,0.014932116258
108,0.0080104693735
110,0.00428111738899
112,0.0193593466047
114,0.0500092633279
116,0.020407998377
117,0.0304155659759
119,0.0221040820232
120,0.0177803147676
121,0.0035907676422
123,0.0274601474269
124,0.0253218017159
126,0.00390858480678
128,0.00488337391432
129,0.0742099931598
133,0.0521388688836
138,0.0314247454747
147,0.030713345938
149,0.024055620134
158,0.00614034930559
160,0.00544227772211
164,0.0342765436474
167,0.0766543122345
168,0.0379869551802
174,0.0059273964734
181,0.0336435962458
185,0.039685980488
187,0.0173196460208
189,0.0141895077635
190,0.0534035757236
194,0.00579748009202
197,0.145474040666
198,0.0300908602282
201,0.0651715311612
205,0.00984516546249
208,0.0755886914539
211,0.0085019487731
216,0.0408286537575
219,0.0928180614202
223,0.00275483486872
224,0.179393170366
226,0.0272765155219
229,0.00573811646374
230,0.0167023550467
237,0.0211766409636
238,0.0198348471175
240,0.0701010909933
243,0.00412267591255
245,0.194044885421
246,0.208352258946
247,0.0103327779363
248,0.00725820781866
249,0.00526089289811
250,0.227503473109
251,0.00404558816346
255,0.0766998214991
256,0.0476750340364
257,0.0822527092216
260,0.187173022744
261,0.00245001156014
263,0.186633584102
264,0.178932813952
267,0.0051927437147
268,0.034355753008
272,0.00669720884052
274,0.0112844157783
275,0.0118255080292
277,0.230766444269
278,0.271614300195
280,0.000791062168551
281,0.0115161387587
282,0.0922611191468
283,0.00815485691139
284,0.0459699569322
286,0.0180585117719
290,0.0316654930876
291,0.0369160675316
293,0.0485025606518
295,0.0453964874948
297,0.00286567929522
298,0.0723141688247
300,0.000824823860246
304,0.00771241875302
305,0.00743697845939
308,0.00467827997978
309,0.00534387684735
310,0.0168229782068
312,0.036710258049
313,0.175790544867
315,0.0124661436415
317,0.0300454894692
318,0.0302534848881
321,0.00465163774804
323,0.0818753614116
325,0.00919887047712
326,0.0188794321259
327,0.0212979256442
328,0.144458268277
329,0.0102477507819
330,0.0133507033379
331,0.0170666239469
334,0.0428137285066
335,0.00588192272758
336,0.0668465491237
337,0.0150435312939
338,0.0545001540112
339,0.0225039623981
341,0.333274095054
343,0.0607172791853
346,0.00561744925383
348,0.00587000077345
350,0.102171166423
351,0.00294760522925
352,0.0180585117719
357,0.0430761594243
358,0.00815485691139
360,0.0168654490695
361,0.0182120297734
364,0.0108908432709
365,0.0387164116906
366,0.0243422321258
367,0.00978364558031
368,0.00438591494575
370,0.00529324766116
372,0.00134639565698
376,0.00311840974389
377,0.003483787475
379,0.0238729608549
380,0.0178221886699
381,0.0935071816635
385,0.00832116725579
386,0.0297625907201
389,0.03946901696
391,0.0540989784269
392,0.00604654325253
393,0.00876911111089
395,0.0271732574287
396,0.00491168774699
397,0.0016671729493
398,0.0269344046464
399,0.0262622702647
400,0.0132612916204
401,0.0264986904975
403,0.00566248968916
405,0.0338382197378
406,0.0191346091912
409,0.0101784001519
411,0.0125416555322
413,0.00405841302959
418,0.00975517616882
419,0.0200391345383
422,0.0180585117719
424,0.227576404106
425,0.0529680127015
427,0.00526089289811
430,0.00257957713823
431,0.0209884662281
434,0.0302534848881
435,0.0259610797332
437,0.0735856664576
438,0.00200692357247
439,0.193149655065
442,0.00815485691139
446,0.00856803453142
450,0.0964308740084
451,0.0113845502878
452,0.00872683897256
454,0.00475678277283
455,0.00135514390105
463,0.0118581378667
464,0.00896657290421
465,0.0059188730833
467,0.174550582542
468,0.0534908972494
470,0.0111171457824
472,0.184891113171
473,0.0208204288322
475,0.00665701436242
476,0.00605764337532
479,0.0283887776155
481,0.00183201481418
483,0.0424330428594
484,0.0106383174123
486,0.0386880192033
487,0.00610931296508
491,0.0207399898072
494,0.0059508426576
495,0.00561384252458
497,0.020261765767
498,0.0191992476593
499,0.00815485691139
503,0.0313421748028
504,0.0255856180276
505,0.00864778421124
506,0.00661933738076
507,0.0330960631186
508,0.0972892231835
509,0.0251236555347
510,0.00972212321908
511,0.071886522939
512,0.0432137286612
516,0.0023972601013
518,0.0294817523964
519,0.00562321833616
520,0.0100743855115
521,0.00586222419764
522,0.0113225684823
524,0.101829456122
525,0.00260741250163
526,0.00506798964437
528,0.0283898296072
529,0.0291105245542
531,0.0834416512553
532,0.26657705421
534,0.123359763587
536,0.0518801740314
539,0.0607773793667
540,0.0357095690838
541,0.00526089289811
542,0.0634261272622
545,0.00603684830918
546,0.005488785878
552,0.0266263582444
556,0.00287033094361
557,0.00526089289811
559,0.0133330498578
562,0.0224190759003
563,0.0148655547548
565,0.034297767204
569,0.00289349941611
570,0.082258404846
574,0.0309723429822
575,0.0131287445703
585,0.00698457873278
589,0.0142929445404
590,0.00826846198047
592,0.034605967942
593,0.0358399166162
594,0.0176781081019
595,0.0224181590856
597,0.00775140992156
601,0.0161657162921
603,0.00859053562932
604,0.000789075192007
605,0.0327434021274
607,0.00526089289811
608,0.028627458133
610,0.0312717758609
612,0.0457557672684
613,0.0559075355775
615,0.00346741722511
616,0.231826549683
617,0.030379320995
619,0.0194219076857
620,0.18827983358
621,0.00730706688531
624,0.059861283178
625,0.0302837198226
628,0.00550467956437
629,0.192383620627
630,0.0253218017159
632,0.0837049686727
634,0.00282995551564
637,0.0125443796634
638,0.0282823868675
642,0.0296400237103
643,0.00413072285588
644,0.0695571391723
646,0.00432211896393
655,0.0518641014322
660,0.0207549952289
664,0.041070439089
665,0.0598622726817
666,0.00529324766116
670,0.0855116140687
671,0.251089285103
672,0.0099008458106
675,0.00806963104369
676,0.0431230461033
677,0.0341274143971
678,0.00308525719856
680,0.00585360085066
683,0.197001749431
684,0.0219146817662
685,0.0411055927792
691,0.0361334450085
693,0.000854634256404
696,0.00158077812509
698,0.00310198461548
699,0.0281342238265
700,0.0222306173858
703,0.00627512593859
704,0.0338692143593
705,0.0052696186249
707,0.210113692341
709,0.0756558976335
711,0.187173022744
713,0.0190034133902
716,0.00629727422938
719,0.00526089289811
721,0.00632311015771
722,0.018917814738
723,0.0371017065762
724,0.00618758498078
727,0.00459654794625
728,0.0155563240391
729,0.00506798964437
733,0.0102259376369
736,0.019029576299
739,0.0455676681631
742,0.21596472138
743,0.0182247372834
744,0.00653536796842
745,0.213407029735
747,0.0144825972295
749,0.0265427575045
750,0.0133806813162
751,0.025921215207
752,0.00281638717221
755,0.00458890779276
756,0.00147110698624
762,0.0143197140387
763,0.0330575811044
764,0.0144043602132
765,0.0181352112636
766,0.00528311624813
769,0.0123700829002
770,0.135122716998
773,0.00638874339593
774,0.0417319428188
776,0.0353216746532
777,0.00944076988278
778,0.00180288736835
779,0.0109815641627
780,0.00530072960832
781,0.0470580883016
786,0.0414252226803
788,0.0105249453747
794,0.0188375091909
796,0.20828644903
801,0.131643982548
802,0.0275589873864
803,0.00406795383806
804,0.00505998109363
805,0.00357956844488
809,0.0315960722548
810,0.0819937042237
817,0.0108182585293
819,0.022055573207
821,0.00533643218914
824,0.202272544589
825,0.00800647784593
826,0.157881003269
830,0.00429815132674
831,0.0394886907294
832,0.00593372541852
833,0.0106036257284
837,0.032261008258
839,0.0024394175078
840,0.00188081936884
841,0.0398014892252
842,0.00862335413997
843,0.00542021448759
844,0.0580522379568
845,0.00856803453142
848,0.0375214423257
853,0.0333297243806
854,0.00248298460668
855,0.00601675748633
856,0.0167750064102
861,0.0131191604262
865,0.030713345938
866,0.00411461830432
867,0.0127235395956
870,0.0049786772756
871,0.0311953984957
872,0.0100207431456
873,0.0227346537612
874,0.0596187497087
875,0.00833597794425
876,0.00339837392703
879,0.0279911890861
880,0.00526089289811
883,0.00944076988278
884,0.00466698498428
886,0.0215286821154
890,0.00526089289811
892,0.0796395539294
893,0.0476961261315
894,0.0226089754215
895,0.027986406481
896,0.0357492141814
897,0.00484057887486
899,0.183347033632
900,0.0048236631078
901,0.00435203073905
902,0.2066273937
905,0.0100247537237
912,0.108532640104
